"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
808,"Sling Luke","A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park",2006,1,5,"0.99",84,"10.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'agent':18 'amus':22 'charact':5 'intrepid':4 'luke':2 'monkey':12 'must':14 'park':23 'reach':15 'robot':9 'secret':17 'sling':1 'studi':6"
813,"Smoochy Control","A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China",2006,1,7,"0.99",184,"18.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':19 'china':20 'control':2 'documentari':5 'face':14 'feminist':11 'husband':8 'mad':16 'must':13 'scientist':17 'smoochi':1 'thrill':4"
817,"Soldiers Evolution","A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station",2006,1,7,"4.99",185,"27.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'confront':15 'evolut':2 'first':20 'lacklustur':4 'man':21 'must':14 'panorama':5 'pioneer':12 'shark':9 'soldier':1 'space':22 'station':23 'student':17"
822,"Soup Wisdom","A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention",2006,1,6,"0.99",169,"12.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'butler':13,18 'convent':22 'defeat':16 'display':7 'fast':5 'fast-pac':4 'must':15 'mysql':21 'pace':6 'robot':10 'soup':1 'wisdom':2"
823,"South Wait","A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park",2006,1,4,"2.99",143,"21.99","R","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':19 'amaz':4 'amus':20 'car':8 'documentari':5 'escap':14 'lumberjack':16 'must':13 'park':21 'robot':11 'south':1 'wait':2"
830,"Spirit Flintstones","A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan",2006,1,7,"0.99",149,"23.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ancient':18 'brilliant':4 'car':11 'cat':8 'confront':14 'explor':16 'flintston':2 'japan':19 'must':13 'spirit':1 'yarn':5"
833,"Splendor Patton","A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin",2006,1,5,"0.99",134,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':16 'berlin':18 'dog':8 'explor':11 'find':14 'must':13 'patton':2 'splendor':1 'stori':5 'taut':4"
838,"Stagecoach Armageddon","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",2006,1,5,"4.99",112,"25.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'armageddon':2 'butler':11 'california':18 'car':16 'chase':14 'display':5 'must':13 'pioneer':8 'stagecoach':1 'touch':4"
840,"Stampede Disturbing","A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat",2006,1,5,"0.99",75,"26.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':21 'disturb':2 'fight':14 'frisbe':16 'lumberjack':11 'must':13 'stamped':1 'tale':5 'u':20 'u-boat':19 'unbeliev':4 'woman':8"
850,"Story Side","A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft",2006,1,7,"0.99",163,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':19 'boy':8 'cat':11 'dentist':16 'lacklustur':4 'mine':20 'must':13 'saga':5 'shaft':21 'side':2 'sink':14 'stori':1"
851,"Straight Hours","A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback",2006,1,3,"0.99",151,"19.99","R","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'agent':9 'bore':4 'girl':12 'hour':2 'must':14 'outback':20 'panorama':5 'secret':8 'sink':15 'straight':1 'waitress':17"
854,"Strangers Graffiti","A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico",2006,1,4,"4.99",119,"22.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'agent':10 'brilliant':4 'cat':18 'charact':5 'find':16 'graffiti':2 'gulf':21 'man':13 'mexico':23 'must':15 'secret':9 'stranger':1 'studi':6"
856,"Streetcar Intentions","A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",2006,1,5,"4.99",73,"11.99","R","2013-05-26 14:50:58.951","{Commentaries}","'charact':5 'crocodil':12 'gulf':20 'insight':4 'intent':2 'mexico':22 'must':14 'sink':15 'streetcar':1 'studi':6 'waitress':9,17"
858,"Submarine Bed","A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia",2006,1,5,"4.99",127,"21.99","R","2013-05-26 14:50:58.951","{Trailers}","'amaz':4 'bed':2 'car':8 'display':5 'fight':14 'georgia':19 'monkey':11 'must':13 'soviet':18 'submarin':1 'teacher':16"
861,"Suit Walls","A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia",2006,1,3,"4.99",111,"12.99","R","2013-05-26 14:50:58.951","{Commentaries}","'australia':18 'build':14 'dog':16 'frisbe':11 'lumberjack':8 'must':13 'panorama':5 'suit':1 'touch':4 'wall':2"
863,"Sun Confessions","A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park",2006,1,5,"0.99",141,"9.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':20 'amus':21 'beauti':4 'confess':2 'cow':9 'display':5 'dog':12 'mad':8 'must':14 'park':22 'redeem':15 'sun':1 'waitress':17"
872,"Sweet Brotherhood","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon",2006,1,3,"2.99",185,"27.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'baloon':21 'brotherhood':2 'chase':15 'epistl':5 'forens':17 'hunter':12 'must':14 'psychologist':18 'sumo':8 'sweet':1 'unbeliev':4 'wrestler':9"
884,"Terminator Club","A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico",2006,1,5,"4.99",88,"11.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'club':2 'crocodil':8 'girl':11 'gulf':19 'man':16 'mexico':21 'must':13 'sink':14 'stori':5 'termin':1 'touch':4"
889,"Ties Hunger","A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat",2006,1,3,"4.99",111,"28.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'astronaut':8 'boat':22 'explor':11 'hunger':2 'insight':4 'mad':16 'must':13 'pursu':14 'saga':5 'scientist':17 'tie':1 'u':21 'u-boat':20"
890,"Tights Dawn","A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon",2006,1,5,"0.99",172,"14.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'agent':12 'baloon':20 'boat':8 'boy':17 'dawn':2 'epistl':5 'face':15 'must':14 'secret':11 'thrill':4 'tight':1"
892,"Titanic Boondock","A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory",2006,1,3,"4.99",104,"18.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':19 'boondock':2 'boy':16 'brilliant':4 'dog':11 'factori':20 'feminist':8 'fight':14 'must':13 'reflect':5 'titan':1"
895,"Tomorrow Hustler","A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert",2006,1,3,"2.99",142,"21.99","R","2013-05-26 14:50:58.951","{Commentaries}","'agent':17 'desert':21 'face':14 'husband':11 'hustler':2 'moos':8 'must':13 'sahara':20 'secret':16 'stori':5 'thought':4 'tomorrow':1"
900,"Town Ark","A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft",2006,1,6,"2.99",136,"17.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'ark':2 'awe':5 'awe-inspir':4 'documentari':7 'dog':18 'inspir':6 'madman':13 'meet':16 'mine':22 'moos':10 'must':15 'shaft':23 'town':1"
904,"Train Bunch","A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India",2006,1,3,"4.99",71,"26.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':19 'bunch':2 'charact':5 'dog':17 'face':15 'india':20 'must':14 'robot':9 'squirrel':12 'studi':6 'thrill':4 'train':1"
913,"Troopers Metal","A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin",2006,1,3,"0.99",115,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'berlin':18 'drama':5 'fanci':4 'feminist':11 'man':16 'metal':2 'monkey':8 'must':13 'sink':14 'trooper':1"
917,"Tuxedo Mile","A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India",2006,1,3,"2.99",152,"24.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'bore':4 'drama':5 'face':15 'forens':11 'frisbe':17 'india':20 'man':8 'mile':2 'must':14 'psychologist':12 'tuxedo':1"
923,"Unfaithful Kill","A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans",2006,1,7,"2.99",78,"12.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'battl':15 'documentari':5 'kill':2 'mad':11 'must':14 'new':20 'orlean':21 'scientist':12 'taut':4 'technic':17 'unfaith':1 'waitress':8 'writer':18"
925,"United Pilot","A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert",2006,1,3,"0.99",164,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'car':19 'cat':10 'cow':14 'desert':23 'fast':5 'fast-pac':4 'fight':17 'mad':13 'must':16 'pace':6 'pilot':2 'reflect':7 'sahara':22 'unit':1"
930,"Vacation Boondock","A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia",2006,1,4,"2.99",145,"23.99","R","2013-05-26 14:50:58.951","{Commentaries}","'agent':10 'australia':21 'boondock':2 'charact':5 'fanci':4 'mad':13 'must':16 'reach':17 'scientist':14 'secret':9 'studi':6 'teacher':19 'vacat':1"
935,"Vanished Garden","A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California",2006,1,5,"0.99",142,"17.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'california':20 'charact':5 'garden':2 'intrepid':4 'kill':16 'lumberjack':18 'must':15 'shark':13 'squirrel':9 'studi':6 'vanish':1"
938,"Velvet Terminator","A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park",2006,1,3,"4.99",173,"14.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'amus':22 'chef':9 'confront':16 'crocodil':18 'lacklustur':4 'must':15 'park':23 'pastri':8 'tale':5 'technic':12 'termin':2 'velvet':1 'writer':13"
939,"Vertigo Northwest","A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan",2006,1,4,"2.99",90,"17.99","R","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'ancient':21 'cow':19 'display':5 'japan':22 'mad':8,12,18 'must':15 'northwest':2 'outgun':16 'scientist':9,13 'unbeliev':4 'vertigo':1"
945,"Virginian Pluto","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",2006,1,5,"0.99",164,"22.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'berlin':18 'boy':16 'crocodil':11 'dentist':8 'emot':4 'meet':14 'must':13 'panorama':5 'pluto':2 'virginian':1"
961,"Wash Heavenly","A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China",2006,1,7,"4.99",161,"22.99","R","2013-05-26 14:50:58.951","{Commentaries}","'ancient':20 'awe':5 'awe-inspir':4 'cat':10 'china':21 'escap':16 'heaven':2 'hunter':18 'inspir':6 'must':15 'pioneer':13 'reflect':7 'wash':1"
967,"Weekend Personal","A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat",2006,1,5,"2.99",134,"26.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'butler':13 'car':10 'documentari':7 'fast':5 'fast-pac':4 'find':16 'frisbe':18 'jet':21 'must':15 'pace':6 'person':2 'weekend':1"
974,"Wild Apollo","A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention",2006,1,4,"0.99",181,"24.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'apollo':2 'beauti':4 'conquer':15 'convent':22 'monkey':8 'must':14 'mysql':21 'shark':18 'stori':5 'sumo':11 'wild':1 'wrestler':12"
975,"Willow Tracy","A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse",2006,1,6,"2.99",137,"22.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':11 'boat':8 'brilliant':4 'challeng':14 'manhattan':19 'must':13 'panorama':5 'penthous':20 'teacher':16 'traci':2 'willow':1"
976,"Wind Phantom","A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft",2006,1,6,"0.99",111,"12.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'abandon':21 'build':15 'forens':11 'madman':8 'mine':22 'must':14 'phantom':2 'psychologist':12 'saga':5 'shaft':23 'sumo':17 'touch':4 'wind':1 'wrestler':18"
977,"Window Side","A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery",2006,1,3,"2.99",85,"25.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'charact':5 'escap':15 'hunter':12 'monasteri':20 'must':14 'robot':17 'side':2 'studi':6 'window':1 'woman':9"
978,"Wisdom Worker","A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station",2006,1,3,"0.99",98,"12.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'face':15 'first':20 'forens':8 'man':21 'must':14 'psychologist':9 'saga':5 'space':22 'squirrel':17 'station':23 'student':12 'unbeliev':4 'wisdom':1 'worker':2"
982,"Women Dorado","A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia",2006,1,4,"0.99",126,"23.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'australia':18 'butler':11 'compos':16 'documentari':5 'dorado':2 'insight':4 'must':13 'vanquish':14 'waitress':8 'women':1"
988,"Worker Tarzan","A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station",2006,1,7,"2.99",139,"26.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'agent':11 'battl':18 'first':24 'man':25 'must':17 'pack':6 'secret':10 'space':26 'station':27 'sumo':20 'tarzan':2 'technic':14 'worker':1 'wrestler':21 'writer':15 'yarn':7"
989,"Working Microcosmos","A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China",2006,1,4,"4.99",74,"22.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ancient':18 'china':19 'dentist':8 'dog':11 'epistl':5 'kill':14 'madman':16 'microcosmo':2 'must':13 'stun':4 'work':1"
995,"Yentl Idaho","A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin",2006,1,5,"4.99",86,"11.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'astronaut':11 'berlin':18 'display':5 'fight':14 'idaho':2 'must':13 'robot':8 'woman':16 'yentl':1"
999,"Zoolander Fiction","A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China",2006,1,5,"2.99",101,"28.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':19 'boat':11 'china':20 'discov':14 'fate':4 'fiction':2 'must':13 'reflect':5 'sumo':16 'waitress':8 'wrestler':17 'zooland':1"
